participant_id,vcf_file,vcf_index
madhavajay,/Users/madhavajay/dev/sequencing.com/data/sequencing.com/MadhavaJay-SQA28U66-30x-WGS-Sequencing_com-05-20-25.snp-indel.genome.vcf.gz,/Users/madhavajay/dev/sequencing.com/data/sequencing.com/MadhavaJay-SQA28U66-30x-WGS-Sequencing_com-05-20-25.snp-indel.genome.vcf.gz.tbi
